,ge,tc,tl,tf,ln
418,418,0.8119999999999998,0.054000000000000006,0.10900000000000004,43.76
419,419,0.811,0.054000000000000006,0.09800000000000003,43.68
420,420,0.8190000000000001,0.054000000000000006,0.10300000000000002,43.7
421,421,0.8210000000000002,0.053000000000000005,0.09100000000000003,43.56
422,422,0.8260000000000002,0.05400000000000001,0.09000000000000002,44.56
423,423,0.8230000000000001,0.05400000000000001,0.084,43.64
424,424,0.8260000000000001,0.05500000000000001,0.09100000000000001,44.7
425,425,0.823,0.054000000000000006,0.09700000000000002,44.82
426,426,0.828,0.055,0.08100000000000002,45.56
427,427,0.825,0.05500000000000001,0.08200000000000002,46.0
428,428,0.8370000000000001,0.054000000000000006,0.09300000000000001,46.02
429,429,0.8390000000000001,0.054000000000000006,0.08700000000000001,45.92
430,430,0.8420000000000001,0.054000000000000006,0.084,46.04
431,431,0.846,0.054000000000000006,0.1,46.04
432,432,0.848,0.055999999999999994,0.09600000000000002,45.98
433,433,0.8460000000000001,0.055,0.09400000000000003,45.0
434,434,0.8440000000000001,0.055,0.09200000000000001,46.02
435,435,0.839,0.05600000000000001,0.105,46.92
436,436,0.8400000000000002,0.057999999999999996,0.09699999999999999,46.04
437,437,0.8460000000000002,0.057999999999999996,0.106,43.34
438,438,0.8520000000000002,0.059,0.102,43.36
439,439,0.8530000000000001,0.057,0.1,42.56
440,440,0.8580000000000001,0.057999999999999996,0.09400000000000003,44.76
441,441,0.8580000000000001,0.055,0.10100000000000003,45.48
442,442,0.8560000000000002,0.055,0.11500000000000002,46.92
443,443,0.8570000000000002,0.055,0.11500000000000002,46.92
444,444,0.8560000000000001,0.057,0.11600000000000002,46.92
445,445,0.8510000000000002,0.05600000000000001,0.12100000000000004,44.58
446,446,0.8540000000000001,0.05600000000000001,0.14000000000000004,45.56
447,447,0.8580000000000001,0.05600000000000001,0.14700000000000005,45.56
448,448,0.862,0.057,0.16500000000000004,45.56
449,449,0.8650000000000001,0.05600000000000001,0.15900000000000003,44.54
450,450,0.8620000000000002,0.057,0.16300000000000003,45.56
